title,author,tag,rating,rating_count,publisher,publish_date,price,summary,detail_url,cover_url,isbn,pages
跳舞的小丑,[日] 北山猛邦 / 徐嘉悦,小说,6.4,247,人民文学出版社,2025-9,55.00元,这是一部推理短篇小说集，收录了当代推理名家北山猛邦的5个推理短篇小说。小说主角是一位推理作家，名叫白濑。他觉得特别胆小懦弱的好朋友音野顺有着解谜的才能，就在...,https://book.douban.com/subject/37506848/,https://img1.doubanio.com/view/subject/s/public/s35270540.jpg,,
从密室里救出黑猫的方法,[日] 北山猛邦 / 徐嘉悦,小说,6.5,237,人民文学出版社,2025-9,55.00元,这是一部日本推理小说家的短篇小说集，收录了当代推理名家北山猛邦的5个推理短篇小说。小说主角白濑是一位推理作家，他为自己懦弱的好友音野顺开了一家侦探事务所。在...,https://book.douban.com/subject/37425455/,https://img9.doubanio.com/view/subject/s/public/s35270544.jpg,,
归来的蝉,[日] 樱田智也 / 赵婧怡,小说,7.5,274,新星出版社,2025-9,49.00元,"吃掉那只蝉，与思念之人的灵魂合而为一
本格推理大奖、日本推理作家协会奖双料得主樱田智也 获奖小说集
-
【编辑推荐】
📚力压群雄的受赏作，同时荣获日本推理作...",https://book.douban.com/subject/37271270/,https://img1.doubanio.com/view/subject/s/public/s35337670.jpg,,
粗糙且含糊不清的怪盗预告信,[日] 仓知淳 / 白夜,小说,6.8,393,新星出版社,2025-9,52.00元,"◎未启动的密室装置、时间模糊的预告信、一目了然的比拟杀人，三起粗制滥造的案件。
渴望谜题的傲慢侦探、准时下班的社畜侦探、腹黑狡黠的少年侦探，新人警察误入怪咖...",https://book.douban.com/subject/37286503/,https://img3.doubanio.com/view/subject/s/public/s35229177.jpg,,
青之毒,亚戈,小说,6.9,644,新星出版社,2025-9,56.00元,"第二届新星国际推理文学奖 长篇部门获奖作品
侠义江湖×本格推理
青煞之毒浸染武林
逻辑利刃击破谜团！
---------------------------...",https://book.douban.com/subject/37286500/,https://img2.doubanio.com/view/subject/s/public/s35239901.jpg,,
地狱考,[美] 匡灵秀 / 姜昊骞、陈阳（译校）,小说,7.1,406,中信出版社,2025-8-26,88.00元,"执念焚天，方入地狱
谁说死亡是终点？我偏要用它当毕业典礼！
她必须今天下地狱，去阎王手里捞导师，只为如期毕业和找到工作
学术即地狱，记忆即枷锁
《巴别塔》之...",https://book.douban.com/subject/37433530/,https://img3.doubanio.com/view/subject/s/public/s35230927.jpg,,
宋慈洗冤笔记 第二季,巫童,小说,8.3,1264,四川文艺出版社,2025-8-25,58.00元,"世界法医学鼻祖宋慈，生平为何史书不见记载？今天我们能了解宋慈，多亏宋慈挚友刘克庄。本书讲述的正是宋慈和好友刘克庄携手探案的生死友谊。
福建路建阳县接二连三发...",https://book.douban.com/subject/37399271/,https://img1.doubanio.com/view/subject/s/public/s35234450.jpg,,
欢迎光临休南洞书店,[韩] 黄宝凛 / 朱萱,小说,7.7,545,国际文化出版公司、国文出版社,2025-8-20,52,"全球好评如潮——
2024年日本书店大奖第一名，2022年韩国书店店员票选年度之书
一家不卖畅销书的社区书店，一群不太“畅销”的普通居民
好书种草机，30万...",https://book.douban.com/subject/37468350/,https://img3.doubanio.com/view/subject/s/public/s35223813.jpg,,
在苹果树上,辽京,小说,8.0,317,辽京,北京十月文艺出版社,2025-8-20,"🔫刀锋图书奖年度青年小说家 辽京
🔫家庭的爱与隔阂、妥协与共生
🔫我们终此一生，都在血缘的迷宫里寻找出口
·
四个视角，四段人生，拼凑出日常生活中无法言说的...",https://book.douban.com/subject/37379648/,https://img1.doubanio.com/view/subject/s/public/s35202969.jpg,,
我们的箱根驿传,[⽇] 池井⼾润 / 李思园,小说,8.4,1149,湖南文艺出版社,2025-8-18,65.00元,箱根驿传，日本热门长跑接力赛，每年元旦后举行，除了关东的二十支大学队之外，赛场上还有一支特别的队伍，那就是由未能进入决赛的大学各派出一名选手组成的关东学生联...,https://book.douban.com/subject/37431535/,https://img1.doubanio.com/view/subject/s/public/s35231099.jpg,,
我，克劳狄乌斯,[英] 罗伯特·格雷夫斯 / 王一凡,小说,9.1,190,湖南文艺出版社,2025-8-15,88.00元,"在整个西方历史中，没有任何一个时期比古罗马更不需要修辞和隐喻，因为事实本身已经够骇人听闻了。
克劳狄乌斯，罗马帝国的贵族，他的家人认为他不过是个说话结巴的傻...",https://book.douban.com/subject/37396219/,https://img3.doubanio.com/view/subject/s/public/s35212323.jpg,,
万灵,[西] 哈维尔·马里亚斯,小说,8.1,346,徐蕾,南海出版公司,2025-8-8,"【编辑推荐】
★塞万提斯之后最伟大的西班牙作家，哈维尔·马里亚斯的“封王之作”！
——中文版初次引进，一部用文学改写现实的“传奇之书”
——因本书的出版，马...",https://book.douban.com/subject/37283457/,https://img1.doubanio.com/view/subject/s/public/s35222349.jpg,,
十九日极夜,麦香鸡呢,小说,7.1,534,长江出版社,2025-8,55.00元,,https://book.douban.com/subject/37427451/,https://img3.doubanio.com/view/subject/s/public/s35208907.jpg,,
黄金案,[荷] 高罗佩 / 张凌,小说,7.6,263,上海译文出版社,2025-8,35,"“古今多少圣和贤，稽天行大道，为世雪奇冤”
风靡全球的东方神探推理杰作
高罗佩亲绘插图 创作背景全解析
对照荷文版精校 真正全本无删改
~~~~~
荷兰汉学...",https://book.douban.com/subject/37431346/,https://img2.doubanio.com/view/subject/s/public/s35209351.jpg,,
山水,路内,小说,8.4,257,人民文学出版社,2025-8,69.00元,"路内全新长篇力作，深沉回望历史，胸有山水，道路宽宽。
一辆车，满载着一个特殊家庭，跨越半个多世纪的路云和月。
一对相持相守的夫妻，五个收养的孩子。真正联结我...",https://book.douban.com/subject/37411117/,https://img3.doubanio.com/view/subject/s/public/s35221817.jpg,,
十日终焉·极道,杀虫队队员,小说,7.7,1083,江苏凤凰文艺出版社,2025-8,48.00元,在“朔望月”游戏中赢下地猴之后，齐夏突然晕倒，醒来后却性情大变，甚至要抛弃队友独自前行。陈俊南与他大吵一架，最后还是放心不下他，与众人一同尾随他回到天堂口。...,https://book.douban.com/subject/37229509/,https://img9.doubanio.com/view/subject/s/public/s35224314.jpg,,
真正的孤独,[墨西哥] 瓜达卢佩·内特尔 / 周妤婕,小说,7.4,657,广西师范大学出版社,2025-8,42.00元,"新拉美文学领军人物瓜达卢佩·内特尔短篇力作！
切开生活的囊肿，捧出闪烁磷光的珍珠，
玛丽安娜·恩里克斯、萨曼塔·施维伯林力荐。
——————————————...",https://book.douban.com/subject/37352967/,https://img1.doubanio.com/view/subject/s/public/s35202308.jpg,,
看的恐惧,韩松,小说,7.1,86,四川科学技术出版社,2025-8-1,52.00,"★ 想要了解韩松，从这本书开始！
★ 韩松创作生涯经典集锦，十四个异想世界大狂欢～
★ “中国科幻的另一极”——韩松
荣获七次银河奖，斩获八次华语科幻星云奖...",https://book.douban.com/subject/37360206/,https://img3.doubanio.com/view/subject/s/public/s35157642.jpg,,
零号列车,[俄罗斯] 尤里·瓦西里耶维奇·布伊达 / 颜宽,小说,7.9,165,南海出版公司,2025-8,49.00元,"★ 印象之外的当代俄语小说，深刻却轻盈，中文世界首度引进！
俄罗斯布克奖短名单，七种译本广受好评
★ 像《鞑靼人沙漠》一样守备未知的入侵，像《没有人给他写信...",https://book.douban.com/subject/37264832/,https://img1.doubanio.com/view/subject/s/public/s35237150.jpg,,
芬尼根的守灵夜（全译注释本）,[爱尔兰] 詹姆斯·乔伊斯 / 戴从容 译注,小说,8.6,118,译林出版社、华东师范大学出版社,2025-8,498.00元,"乔伊斯巅峰巨作，20世纪难以逾越的经典
填补80年空白，全球首部中文全译注释本，41856条注释
——————————
【编辑推荐】
1.现代文学巨擘詹姆斯...",https://book.douban.com/subject/37348607/,https://img3.doubanio.com/view/subject/s/public/s35228553.jpg,,
捕云记,[日] 多和田叶子 / 蕾克,小说,8.3,1303,广西师范大学出版社,2025-8,68.00元,"世界文学新标杆 // 多和田叶子 // 魅惑奇作 // 亲身经历改编!
给逃避型人格和自毁冲动的保留地
现代人最后一场梦与冒险
会返回现场的不仅是凶手，还有...",https://book.douban.com/subject/37383716/,https://img2.doubanio.com/view/subject/s/public/s35220441.jpg,,
完好如初的名字,[西] 哈维尔·马里亚斯 / 林叶青,小说,7.8,178,南海出版公司,2025-8,79.00元,"💧人活于世本身就是一种危险。有人看见我们，定义我们，使用我们。我不会再让自己如此唾手可得了。
💧西班牙“文学基石”哈维尔·马里亚斯生前完成的最后一部作品，中...",https://book.douban.com/subject/37268567/,https://img9.doubanio.com/view/subject/s/public/s35236696.jpg,,
囚笼之家,[爱尔兰] 利兹·纽金特 / 姚瑶,小说,8.0,546,北京联合出版公司,2025-8,59.8,"★“爱尔兰悬疑犯罪小说女王”引爆榜单的全新力作。
★失踪的少女，上锁的屋子，病态的家庭……一件轰动全国的少女失踪悬案，操控着与之相关的所有人的命运。有人想寻...",https://book.douban.com/subject/37401892/,https://img1.doubanio.com/view/subject/s/public/s35206930.jpg,,
独生女儿,[墨西哥] 瓜达卢佩·内特尔 / 童亚星,小说,8.4,813,广西师范大学出版社,2025-8,58.00元,"新拉美文学领军人物瓜达卢佩·内特尔长篇力作！
入围国际布克奖短名单，重新探讨母职、家庭的定义，
献给所有未抵达的母亲与非典型的生命。
———————————...",https://book.douban.com/subject/37352938/,https://img9.doubanio.com/view/subject/s/public/s35202306.jpg,,
红鱼之姻,[墨西哥] 瓜达卢佩·内特尔 / 周园、周妤婕,小说,8.1,1286,广西师范大学出版社,2025-8,46.00元,"新拉美文学领军人物瓜达卢佩·内特尔短篇代表作！
描绘生物世界和人类宇宙的十字路口，
纤细、敏感，且带来刺痛的觉醒。
——————————————————
【...",https://book.douban.com/subject/37352937/,https://img3.doubanio.com/view/subject/s/public/s35202307.jpg,,
病鹤,[日]冈本加乃子 / 蕾克,文学,9.1,91,广西师范大学出版社,2026-5,52.00,"“我就是阴沟里的一个水泡。我总觉得，就快要咕嘟咕嘟地破灭掉了。”
“你看着天上的星星，就是在想这件事吗？”
日本文坛奇女子、天才作家冈本加乃子杰作精选集
高...",https://book.douban.com/subject/37852025/,https://img1.doubanio.com/view/subject/s/public/s35476989.jpg,,
活着，还活着呢！,[英] 戴安娜·阿西尔 / 曾嵘,文学,8.2,143,江苏凤凰文艺出版社,2026-5,49.80元,"“有时候我坐着思考，有时候我就只是坐着。”
《暮色将尽》之后，年过九旬的阿西尔决定搬进养老院
人生的最后十年，仍然乐趣非凡
站在98岁的起点，回望人生闪亮碎...",https://book.douban.com/subject/38422113/,https://img3.doubanio.com/view/subject/s/public/s35465823.jpg,,
辞职上山,李闯,文学,9.0,94,新星出版社,2026-5,59.00元,"📚 人类学的李小道 首部非虚构作品！
⛰️ 不想再上班的那天，他上了武当山
🤸 一部笑点密集、极具活人感的道观义工笔记
🏃 一段告别狗屁工作、逃离原生家庭的...",https://book.douban.com/subject/38431712/,https://img2.doubanio.com/view/subject/s/public/s35476671.jpg,,
现代史诗,[意]弗兰科·莫莱蒂 / 朱康,文学,8.0,44,商务印书馆,2026-4,88.00元,歌德的《浮士德》，瓦格纳的《尼伯龙根的指环》，梅尔维尔的《白鲸》，乔伊斯的《尤利西斯》，穆齐尔的《没有个性的人》，马尔克斯的《百年孤独》……这些西方文学史上...,https://book.douban.com/subject/38367799/,https://img9.doubanio.com/view/subject/s/public/s35473805.jpg,,
燃烧的龙舌兰,班卓,文学,8.2,203,上海人民出版社,2026-3-31,72.00,"★ 《陌生的阿富汗》作者班卓再出发，敞开自我，与世界相融
与偶遇的伙伴一同前往彩虹森林，徒步于荒寂无人的深夜沼泽，品尝致幻的神圣蘑菇，潜入海底与海龟、鹰鳐捉...",https://book.douban.com/subject/38221001/,https://img1.doubanio.com/view/subject/s/public/s35445189.jpg,,
我从凉山来,阿西阿呷,文学,7.6,686,太白文艺出版社,2026-3-19,49.80,"⛰️不是他者的想象，而是我的在场，“彝族女孩”阿西阿呷在地讲述凉山故事
一部“在地视角”的凉山生存实录
穿越刻板印象，用真诚文字照见背后具体的个人和命运。
...",https://book.douban.com/subject/38373229/,https://img1.doubanio.com/view/subject/s/public/s35441788.jpg,,
我只要写作，就是回家,余华,文学,8.2,143,山东文艺出版社,2026-3,59元,"★编辑推荐
“潦草小狗”余华的人生坦白局！1998-2026近三十年间诚挚心声，聊聊童年故乡、人生选择、文学干货、私藏书单……送给所有热爱文学、勇敢生活、偶...",https://book.douban.com/subject/38233403/,https://img9.doubanio.com/view/subject/s/public/s35443336.jpg,,
独居荒野,[美] 理查德·普罗内克、[美] 萨姆·基思 / 尹楠,文学,9.3,72,海峡书局,2026-3,78,"一个人的荒野史诗
30年阿拉斯加生活实录
1968年，51岁的普罗内克走进阿拉斯加。他在双子湖畔盖了一座木屋，种菜捕鱼、对抗极寒，独自在荒野中住了30年。
...",https://book.douban.com/subject/38377458/,https://img3.doubanio.com/view/subject/s/public/s35431377.jpg,,
契诃夫的一生,[法] 伊莱娜·内米洛夫斯基 / 陈剑,文学,9.1,165,北京联合出版公司,2026-3,52.00元,"☁️“我们孤独地死去，正如我们孤独地活着。”
☁️以契诃夫的方式，写契诃夫的一生
动人心弦的契诃夫传 译文全新修订
埃莱娜·费兰特、石黑一雄、J.M.库切、...",https://book.douban.com/subject/37899097/,https://img1.doubanio.com/view/subject/s/public/s35422370.jpg,,
南方与北方,[英] 伊丽莎白·盖斯凯尔 / 陈宗琛,文学,8.2,163,文汇出版社,2026-2-5,69.00元,南方牧师之女玛格丽特·黑尔随父母迁往北方工业城镇米尔顿，离开草木丰茂、宁静安逸的故乡，踏入了一个烟尘弥漫、机器轰鸣的新世界。她在这里目睹了工人与资本家的对立...,https://book.douban.com/subject/37480330/,https://img9.doubanio.com/view/subject/s/public/s35368296.jpg,,
欢迎再来,白嵩,文学,8.1,261,上海人民出版社,2026-2-1,69.00元,"“生命无论去向哪儿，总有一个来处”
纪录片导演、跨界媒体人白嵩，首部纪实文学作品
一部发生在《钢的琴》拍摄地的真实故事，一个当代中国普通家庭的百年历程
大雪...",https://book.douban.com/subject/38210549/,https://img1.doubanio.com/view/subject/s/public/s35381599.jpg,,
她比时代快半步,[英] 索菲·柯林斯 / 石平萍,文学,8.4,248,广西人民出版社,2026-2-1,88.00元,"1817年7月，简・奥斯丁在姐姐的怀中病逝。她在生前没能目睹自己的巨大成功，却在逝后声名鹊起，被誉为英国与莎士比亚比肩的文学巨匠。
她终身未婚，一生与文字为...",https://book.douban.com/subject/37660646/,https://img2.doubanio.com/view/subject/s/public/s35289211.jpg,,
文学大逃亡,[德] 乌维·维特施托克 / 强朝晖,文学,8.0,39,广西师范大学出版社,2026-2,79.00元,1940年夏天，随着德军大举入侵法国，巴黎沦陷，欧洲的文化心脏停止了跳动。成千上万的艺术家、思想家和反抗者涌向法国南部最后的裂缝——港口城市马赛。这是德国文...,https://book.douban.com/subject/37924262/,https://img3.doubanio.com/view/subject/s/public/s35350452.jpg,,
马孔多在下雨,[哥伦比亚] 加西亚·马尔克斯 / 陶玉平、刘习良、笋季英,文学,8.8,170,南海出版公司,2026-2,88.00元,"★诺贝尔文学奖得主 加西亚·马尔克斯 首套“马孔多”主题文库本！
文学大师笔下的喧闹小镇，每个人心中的孤独原点，所有故事，都从这里开始
100×145mm口...",https://book.douban.com/subject/36946790/,https://img9.doubanio.com/view/subject/s/public/s35443184.jpg,,
潜入沉船,[美] 艾德里安娜·里奇 / 张慧君,文学,8.6,119,江苏凤凰文艺出版社,2026-2,68.00,"🌈美国国家图书奖得主 艾德里安娜·里奇
✨女性主义意识觉醒之作 国内首度出版
👭🏼与无数女性做伴 重探文学传统
🚢以诗去追问，去冒险，去重建
艾德里安娜·里...",https://book.douban.com/subject/38190173/,https://img3.doubanio.com/view/subject/s/public/s35383827.jpg,,
巴黎评论·非虚构作家访谈,美国《巴黎评论》编辑部 编 / 李雪顺、乔纳森 等,文学,9.0,74,人民文学出版社,2026-2-1,79.00,★《巴黎评论》出版史上首部非虚构作家访谈特辑问世！本书首次集结17位世界级非虚构写作大师的长篇访谈，涵盖“非虚构的艺术”“传记的艺术”“批评的艺术”“新闻的...,https://book.douban.com/subject/37531200/,https://img1.doubanio.com/view/subject/s/public/s35260690.jpg,,
托尔斯泰小传,[英] 安德烈·佐林 / 周唯,文学,9.0,77,上海文艺出版社,2026-2,56.00元,本书是牛津大学俄语文学教授安德烈·佐林所写的托尔斯泰小型传记。全书分四章，以“壮志的孤儿”“已婚的天才”“孤独的领袖”“逃走的名人”为主题叙述了托尔斯泰的一...,https://book.douban.com/subject/37941320/,https://img1.doubanio.com/view/subject/s/public/s35365310.jpg,,
这不是本小说,[美] 戴维·马克森 / 张祝馨,文学,8.1,67,北京联合出版公司,2026-1,78.00 元,"⚫🔴
跨越美国实验小说巅峰
戴维·马克森 “便条卡” 系列的终极形态
引用、名言、八卦
便捷的转录中，潜行着现代人之死
.
📖编辑推荐
☆　戴维·马克森在 ...",https://book.douban.com/subject/37805888/,https://img1.doubanio.com/view/subject/s/public/s35354279.jpg,,
解开我的谜语,凌越,文学,9.6,125,广东人民出版社,2026-1,78.00元,"【编辑推荐】
我们为什么读诗？ 我们如何谈诗？
跟随诗人评论家凌越，
开启一场西方现代诗歌的精神之旅
献以翻译家的精准和创作家的直觉，
贴近诗歌燃烧的内核
...",https://book.douban.com/subject/37648041/,https://img9.doubanio.com/view/subject/s/public/s35344166.jpg,,
巴黎文学地图,[美] 迈克·杰拉德（Mike Gerrard） / 陆泉枝,文学,7.1,73,上海译文出版社,2026-1,65元,"在巴黎，文学从书页走向街头，成为城市的呼吸。
~
本书并不满足于带领读者漫步巴黎的大街小巷，而是试图以文学为钥匙，开启这座“心灵之城”隐藏的内部结构。自中世...",https://book.douban.com/subject/37808377/,https://img9.doubanio.com/view/subject/s/public/s35351265.jpg,,
圣彼得堡文学地图,[美] 哈罗德·布鲁姆 编、[美] 康斯坦斯·理查兹（Constance Richards）、[美] 布拉德利·伍德沃斯、康斯坦斯·理查兹 著 / 黄梦园,文学,7.6,93,上海译文出版社,2026-1,65元,"★一场无与伦比的文学朝圣，一次精彩纷呈的城市漫游！
本书由哈罗德·布鲁姆主编，引领读者穿越这座“北方威尼斯”的街巷与运河，深入探寻圣彼得堡如何从一座沼泽上的...",https://book.douban.com/subject/37808376/,https://img3.doubanio.com/view/subject/s/public/s35344123.jpg,,
阅读还有未来吗？,[美] 乔治·斯坦纳、[伊朗] 拉明·贾汉贝格鲁 / 顾晓燕,文学,8.3,264,北京联合出版公司,2026-1,65.00元,"☁️“要进入斯坦纳的著作别无他法，
只能和他一起饱含激情地阅读这个世界。
因为阅读，便是继续生存。”
🖊️美国文艺批评大师，当代杰出人文主义思想家
乔治·斯...",https://book.douban.com/subject/37869114/,https://img2.doubanio.com/view/subject/s/public/s35333931.jpg,,
我是自己的死敌：童年生活场景,[英]罗伯特·埃德里克(Robert Edric) / 吴文权,文学,8.0,133,江苏凤凰文艺出版社,2026-1,52.00元,"🔵
战胜父亲，战胜出身
你必须成为自己的死敌
一段童年回忆，一部微观生活史
文学性传记的典范之作
🌟
编辑推荐
◎ 作者以真实笔触回顾了其略显卑微的出身环境...",https://book.douban.com/subject/37893406/,https://img9.doubanio.com/view/subject/s/public/s35332444.jpg,,
织火焰的手,张哲,文学,8.3,148,江苏凤凰文艺出版社,2026-1,49.80,"🐝
七个传奇人物，七份失落的职业，七种唏嘘的命运——
小沙弥的尘世之旅，相声艺人故地重游
养蜂人的隐忍坚守，普通女性的相互守护
人性的爱意与温暖，理想主义的...",https://book.douban.com/subject/38188132/,https://img9.doubanio.com/view/subject/s/public/s35365355.jpg,,
生活的谜语,[美] 蒂利·奥尔森 / 艾齐,文学,8.4,169,江苏凤凰文艺出版社,2026-1,59.80,"🌊
“我们WoMen”书系：
经由我们，看见世界。
美国工人阶级女性主义运动先驱
——蒂利·奥尔森中短篇作品集
诞生于育儿间隙与深夜厨房的无名者史诗
献给被...",https://book.douban.com/subject/37339395/,https://img1.doubanio.com/view/subject/s/public/s35365579.jpg,,
温柔的讲述者,[波兰] 奥尔加·托卡尔丘克 / 黄珊,文学,8.7,290,浙江文艺出版社,2026-1,62.00元,"🧙🏻‍♀️对话“文学女巫”托卡尔丘克！诺奖得主创作幕后首次公开！
🧙🏻‍♀️献给理智、正直、富有感知力的你，
与托卡尔丘克一起，穿透偏见与教条，感受生命里浪...",https://book.douban.com/subject/37447239/,https://img9.doubanio.com/view/subject/s/public/s35315005.jpg,,
在夜的金枝与星辰下,[奥] 格奥尔格·特拉克尔 / 钟皓楠,文学,8.1,120,北京联合出版公司,2026-1,62.00,"从萨尔茨堡山间幽暗的牧歌
到第一次世界大战的前线
“我不理解特拉克尔的诗，可是其语调令我欢喜。
那种语调属于一位真正的天才。”
——维特根斯坦
🇦🇹奥地利诗...",https://book.douban.com/subject/37866591/,https://img3.doubanio.com/view/subject/s/public/s35360813.jpg,,
文士的堕落,徐公持,文学,8.8,139,江苏凤凰文艺出版社,2026-1,99.80元,"一个无道的时代，一群堕落的文士
联袂上演中国历史上普遍性的命运悲剧
【编辑推荐】
🔸由耳熟能详的历史典故出发，探寻西晋风云变幻背后的时代底色
西晋是中国历史...",https://book.douban.com/subject/37378632/,https://img1.doubanio.com/view/subject/s/public/s35350849.jpg,,
生命的灿烂之书,[美] 哈罗德·布鲁姆 / 黄远帆,文学,9.2,96,商务印书馆,2026-1,148.00,"💫 50部小说一读再读，布鲁姆的文学正典
💫 文学批评巨擘布鲁姆 追念一生的阅读之旅
💫 对文学最后的深情凝视 献给人类想象力的不朽终章
🌿 “那些小说你一...",https://book.douban.com/subject/37650721/,https://img3.doubanio.com/view/subject/s/public/s35318777.jpg,,
伦敦文学地图,[美] 哈罗德·布鲁姆 编、[美] 唐娜·戴利、约翰·汤米迪 著 / 孙灿,文学,8.0,49,上海译文出版社,2026-1,75,"★一场穿越文学时空的城市漫步！
从莎士比亚的环球剧场到狄更斯钟爱的小酒馆，从威斯敏斯特教堂的诗人角到马丁·艾米斯笔下的波多贝罗路——伦敦的每个角落都栖息着文...",https://book.douban.com/subject/37841583/,https://img2.doubanio.com/view/subject/s/public/s35344121.jpg,,
诗歌与压抑,[美] 哈罗德·布鲁姆 / 连晗生,文学,8.9,77,商务印书馆,2026-1,88.00元,"🪐 大师间的影响迷宫 布鲁姆的诗歌地图
🌟 集天赋、激情、原创性于一体的文学批评家代表作
✨ 哈罗德·布鲁姆代表作简体中文版首次出版
【内容简介】
布鲁姆的...",https://book.douban.com/subject/37494992/,https://img9.doubanio.com/view/subject/s/public/s35334684.jpg,,
绝望者的练习,［法］E.M.齐奥朗 著 / 马雅,文学,9.0,208,北京联合出版公司,2026-1,69.80元,"🔥我对存在充满热情，但与此同时，我所有的想法都对生命抱有敌意。
📖“二十世纪的尼采”｜反哲学的哲学家｜彻底的怀疑论者
《在绝望之巅》作者 E.M.齐奥朗 最...",https://book.douban.com/subject/37808423/,https://img9.doubanio.com/view/subject/s/public/s35333926.jpg,,
蓝色八开笔记本,[奥] 弗朗茨·卡夫卡 / 李寒笑,文学,8.3,280,文汇出版社,2026-1,42.00元,"1917年至1919年间，病痛中的卡夫卡在八册蓝色八开笔记本上，写下了他自由而深刻的思想。
这些文字既非小说，也非日记，而是介于两者之间的“精神手稿”——寓...",https://book.douban.com/subject/37659440/,https://img2.doubanio.com/view/subject/s/public/s35306861.jpg,,
旷野的慰藉,[美] 格蕾特尔·埃里克（Gretel Ehrlich） / 匡咏梅,文学,8.6,285,文汇出版社,2026-1,49.00元,"自然中的一切，都在不断邀请我们成为我们自己
·
⛰「梭罗奖」首届得主，与珍·古道尔、罗伯特·麦克法伦齐名的遗珠首度引进
⛰普利策奖得主、《听客溪的朝圣》作者...",https://book.douban.com/subject/37931089/,https://img1.doubanio.com/view/subject/s/public/s35343880.jpg,,
脐带纪事,金蕨,文学,9.1,382,文汇出版社,2026-1,59.00元,"我们以脐带相连，却因姓氏失散！
·
95后北大毕业女孩，身体力行跑遍中国10城
探访各位平凡又不凡的外婆/姥姥/奶奶
决意让她们的讲述重新回到故事中心！
·...",https://book.douban.com/subject/37923597/,https://img9.doubanio.com/view/subject/s/public/s35340266.jpg,,
卡夫卡传,(德) 莱纳·施塔赫 / 黄雪媛、程卫平,文学,9.2,128,广西师范大学出版社,2026-1,158.00元,"★“最全面、最详尽、最丰富”的卡夫卡传记之终卷终于问世！
★ 疾病与自由，写作与孤独，爱情与死亡——追寻卡夫卡人生最后九年。
★他如何在炼金术士巷打磨《乡村...",https://book.douban.com/subject/37648005/,https://img1.doubanio.com/view/subject/s/public/s35334340.jpg,,
男流文学论,[日] 上野千鹤子、[日] 小仓千加子、[日] 富冈多惠子 / 小椿山,文学,7.9,245,北京联合出版公司,2026-1,69.80元,"🎓社会学家上野千鹤子×心理学家小仓千加子×文艺学家富冈多惠子
犀利解读：吉行淳之介、岛尾敏雄、谷崎润一郎、小岛信夫、村上春树、三岛由纪夫
🧨当女性主义遇到“...",https://book.douban.com/subject/37487277/,https://img1.doubanio.com/view/subject/s/public/s35314739.jpg,,
狄更斯的伦敦,[英] 亚历克斯·沃纳、[英] 托尼·威廉斯 / 陈星,文学,8.8,84,上海译文出版社,2026-1,138,"以伦敦博物馆丰富藏品为基础  两位资深“狄学家”联手创作
超过200幅珍贵照片全方位展现狄更斯笔下的维多利亚时代伦敦
全彩印刷  图文精心编排  再现一个失...",https://book.douban.com/subject/37527573/,https://img9.doubanio.com/view/subject/s/public/s35296806.jpg,,
编织故事的人,郑熙青,文学,8.5,135,上海人民出版社,2026-1,79.00,"⭐产粮、嗑CP、用爱发电……你真的懂“同人”吗？
⭐这是一本写给所有“圈内人”与“好奇者”的同人文化深度指南。
⭐本书作者郑熙青，拥有二十年“圈龄”的资深同...",https://book.douban.com/subject/37393911/,https://img9.doubanio.com/view/subject/s/public/s35395125.jpg,,
一个女人认为自己是行星,[美] 安·范德米尔 编、[美] 杰夫·范德米尔 编、[美]厄休拉·勒古恩、[美]小詹姆斯·提普垂、[美]乔安娜·拉斯、[墨西哥]莉奥诺拉·卡林顿、等 / 罗妍莉、龚诗琦、慕明、等,文学,8.7,234,浙江文艺出版社,2026-1,79.00元,"🪐世界女性科幻与幻想作家的巅峰集结

资深科幻编辑安·范德米尔与杰夫·范德米尔精心编选
🌌一本书读懂欧美女性科幻/幻想文学的谱系
29场精彩的思想实验
🪐成...",https://book.douban.com/subject/37430704/,https://img9.doubanio.com/view/subject/s/public/s35297064.jpg,,
欧洲文学史,[美] 沃尔特·科恩 / 孟醒,文学,9.6,18,浙江大学出版社,2025-12,198元,沃尔特•科恩认为，通过对欧洲内部不同文学语言的比较研究，以及对欧洲文学与世界文学的联系的考察，可以阐明欧洲文学史及其每个标准时期。世界文学具有反复出现的系统...,https://book.douban.com/subject/37475450/,https://img9.doubanio.com/view/subject/s/public/s35328994.jpg,,
游牧身份,[法] 勒克莱齐奥 / 张璐,文学,7.9,291,江苏凤凰文艺出版社,2025-12,48.00元,"诺贝尔文学奖得主勒克莱齐奥新作
讲述持续渴望写作的真正原因，探索文学存在的意义
“作家拥有的行动方式就是写作”
“文学可以帮助我们抵制时间流逝”
勒克莱齐奥...",https://book.douban.com/subject/37870431/,https://img1.doubanio.com/view/subject/s/public/s35320518.jpg,,
怎样做一个幸福的人,[美] 斯蒂芬·邓恩,文学,7.9,82,唐小兵 编译,上海文艺出版社,2025-12,在近半个世纪里，邓恩用诗间接记录了自己人生的各个阶段，从狂放的青春到为人父母的兴奋和紧张，从中年的焦躁踌躇到晚年的孤独宁静，从婚变离异到寻找新的爱，直到面对...,https://book.douban.com/subject/37536521/,https://img1.doubanio.com/view/subject/s/public/s35266780.jpg,,
